tokens,ner_labels,pos_labels
"['keren', 'banget', 'moa']","['O', 'O', 'B-ORG']","['JJ', 'RB', 'NNP']"
"['ternyata', 'tadi', 'itu', 'sahur', 'terakhir', 'yahh', '?', 'pantas', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'RB', 'PR', 'NN', 'JJ', 'UH', 'Z', 'JJ', 'Z']"
"['hestegnya', 'kenapa', 'sih', 'pake', 'dot']","['O', 'O', 'O', 'O', 'O']","['NN', 'WH', 'RP', 'VB', 'NN']"
"['ohhh', 'iyaaa', 'mumpung', 'bapak', 'nya', 'enggak', 'ada', 'kan', 'yaaa', 'wkwkwkw']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'UH', 'RB', 'NN', 'PRP', 'NEG', 'VB', 'RP', 'UH', 'UH']"
"['kesepian', 'aslii']","['O', 'O']","['JJ', 'JJ']"
"['biasa', 'me', 'minho', 'kenapa', 'ya']","['O', 'O', 'B-PERSON', 'O', 'O']","['JJ', 'PRP', 'NNP', 'WH', 'UH']"
"['assalamualaikum', '️', 'good', 'morning']","['O', 'O', 'O', 'O']","['UH', 'SYM', 'JJ', 'NN']"
"['that', 's', 'catalunya']","['O', 'O', 'B-GPE']","['PR', 'RP', 'NNP']"
"['maafkan', 'dan', 'lupakan', 'itulah', 'maaf', 'yang', 'sesungguhnya', '.', '-']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'CC', 'VB', 'PR', 'NN', 'SC', 'RB', 'Z', 'Z']"
"['yo', 'aku', 'enggak', 'tau']","['O', 'O', 'O', 'O']","['UH', 'PRP', 'NEG', 'VB']"
"['ini', 'kalo', 'lu', 'sampai', 'main', 'main', 'udah', 'beneran', 'gue', 'gebug']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PR', 'SC', 'PRP', 'IN', 'VB', 'VB', 'RB', 'RB', 'PRP', 'VB']"
"['kena', 'mental']","['O', 'O']","['VB', 'JJ']"
"['kau', '(', 'squidward', ')', 'harus', 'merasa', 'bersyukur', '.', '[', 'spongebob', 'squarepants', ']']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['PRP', 'Z', 'NNP', 'Z', 'MD', 'VB', 'VB', 'Z', 'Z', 'NNP', 'NNP', 'Z']"
"['2', 'jam', 'lagi', 'all', '..', 'join']","['O', 'O', 'O', 'O', 'O', 'O']","['CD', 'NND', 'RB', 'DT', 'Z', 'VB']"
"['nasdem', 'demokrat', 'plus', 'pks', 'dan', 'ppp', 'masuk', 'itu', 'barang', '@asboedionoid']","['B-ORG', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'B-PERSON']","['NNP', 'NNP', 'CC', 'NNP', 'CC', 'NNP', 'VB', 'PR', 'NN', 'NNP']"
"['kedua', 'alias', 'bungsu']","['O', 'O', 'O']","['OD', 'CC', 'NN']"
"['hi', 'selamat', 'pagi', 'semuanya', '^', '^', 'aku', 'habis', 'macet', 'macetan', 'di', 'jalan', '<3', 'berangkat', 'jam', '8', 'malam', 'terus', 'baru', 'sampe', 'setengah', '6', 'hihi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'JJ', 'NN', 'DT', 'SYM', 'SYM', 'PRP', 'RB', 'JJ', 'NN', 'IN', 'NN', 'SYM', 'VB', 'NN', 'CD', 'NN', 'RB', 'RB', 'VB', 'CD', 'CD', 'UH']"
"['yoongi', 'indeed', 'a', 'genius', '.']","['B-PERSON', 'O', 'O', 'O', 'O']","['NNP', 'RB', 'DT', 'NN', 'Z']"
"['tadi', 'di', 'tol', 'nabrak', 'burung', 'moga', 'selamat', 'deh', 'dianya']","['O', 'O', 'O', 'O',  'O', 'O', 'O', 'O', 'O']","['RB', 'IN', 'NN', 'VB', 'NN', 'RB', 'JJ', 'RP', 'PRP']"
"['2016', 'panini', 'origins', 'dak', 'prescot']","['O', 'B-ORG', 'I-ORG', 'B-PERSON', 'I-PERSON']","['CD', 'NNP', 'NNP', 'NNP', 'NNP']"
"['gue', 'baru', 'bangun', 'dapet', 'kabar', 'bahagia', 'omg', 'merindingggggg']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRP', 'RB', 'VB', 'VB', 'NN', 'JJ', 'UH', 'JJ']"
"['akun', 'go', 'green', 'boleh', 'minta', 'tolong', 'tag', 'akun', 'ini', '?', 'makasih', '<3', '3']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'NNP', 'NNP', 'MD', 'VB', 'VB', 'VB', 'NN', 'PR', 'Z', 'UH', 'SYM', 'CD']"
"['sahuuuur', 'yuk', 'bangun', 'sahur', 'sudah', 'pukul', 'tiga', 'yuk', 'makan', 'sahur', '.', 'ra-ra-re-ra', 'ra-re-ra', 'ra-re-ra', 'ra-re-ra', 'ra-ra-re-ra', 'ra-re-ra', 'ra-re-ra', 'ra-re-ra', 'ra-re-ra-re-ra-re-ra-re-ram', 'ra-ra-ra-ram']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'UH', 'VB', 'VB', 'RB', 'NN', 'CD', 'UH', 'VB', 'NN', 'Z', 'UH', 'UH', 'UH', 'UH', 'UH', 'UH', 'UH', 'UH', 'UH', 'UH']"
"['you', 'pada', 'mudik', 'enggak', '?']","['O', 'O', 'O',  'O', 'O']","['PRP', 'RB', 'VB', 'NEG', 'Z']"
"['widiiih', 'gila', 'kaya', 'anak', 'gede', '️']","['O', 'O', 'O', 'O', 'O', 'O']","['UH', 'JJ', 'IN', 'NN', 'JJ', 'SYM']"
"['terpengaruh', 'tekanan', 'barat', 'indonesia', 'undang', 'ukraina', 'ke', 'ktt', 'g20', 'menurut', 'gedung', 'putih', 'belum', 'ada', 'kepastian', 'presiden', 'as', 'joe', 'biden', 'menghadiri', 'ktt', 'g20', 'bila', 'presiden', 'rusia', 'vladimir', 'putin', 'tetap', 'datang', 'dan', 'bilapun', 'presiden', 'ukraina', 'zelenskyy', 'juga', 'datang', '.']","['O', 'O', 'B-GPE', 'B-GPE', 'O', 'B-GPE', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-GPE', 'B-PERSON', 'I-PERSON', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'B-GPE', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-PERSON', 'O', 'O', 'O']","['VB', 'NN', 'NNP', 'NNP', 'VB', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NEG', 'VB', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'VB', 'NNP', 'NNP', 'SC', 'NN', 'NNP', 'NNP', 'NNP', 'RB', 'VB', 'CC', 'SC', 'NN', 'NNP', 'NNP', 'RB', 'VB', 'Z']"
"['kes', 'di', 'family', 'mart', 'angsana', 'mall', 'johor', 'bahru', ':', 'saya', 'hanya', 'makan', 'secara', 'biasa', 'dan', 'pak', 'cik', 'tuh', 'tanya', 'saya', 'orang', 'cina', 'ke', 'tak', '.', 'saya', 'jawab', 'ya', 'sebab', 'itu', 'soalan', 'biasa', '.', 'lepas', 'tuh', 'dia', 'nak', 'saya', 'tunjukkan', 'ic', 'saya', 'walaupun', 'kita', 'tak', 'boleh', 'tunjuk', 'ic', 'kepada', 'orang', 'yang', 'tidak', 'dikenali', '.', '(', 'bebenang', ')']","['O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'Z', 'PRP', 'RB', 'VB', 'IN', 'JJ', 'CC', 'NN', 'NN', 'RP', 'VB', 'PRP', 'NN', 'NNP', 'IN', 'NEG', 'Z', 'PRP', 'VB', 'RP', 'SC', 'PR', 'NN', 'JJ', 'Z', 'RB', 'RP', 'PRP', 'MD', 'PRP', 'VB', 'NN', 'PRP', 'SC', 'PRP', 'NEG', 'MD', 'VB', 'NN', 'IN', 'NN', 'SC', 'NEG', 'VB', 'Z', 'Z', 'NN', 'Z']"
"['ngw', 'di', 'toilet', 'mall']","['O', 'O', 'O', 'O']","['VB', 'IN', 'NN', 'NN']"
"['[', 'absen', '|', '17', 'mar', ']', 'sudah', 'dapat', 'promo', 'apa', 'di', 'jam', '00', '?', '?', 'pilih', 'lokal', '50k', '?', 'mall', 'monday', '10k', '?', 'atau', 'promo', 'lainnya', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Z', 'NN', 'Z', 'CD', 'NNP', 'Z', 'RB', 'VB', 'NN', 'WH', 'IN', 'NN', 'CD', 'Z', 'Z', 'VB', 'JJ', 'CD', 'Z', 'NN', 'NNP', 'CD', 'Z', 'CC', 'NN', 'JJ', 'Z']"
"['tandain', 'nih', 'komplotannya', 'telah', 'terjadi', 'pencurian', 'handphone', 'di', 'store', 'mr', 'diy', 'mall', 'graha', 'cijantung', 'kejadian', 'pada', 'hari', 'jumat', '21/03', '/', '25', 'sekitar', 'pukul', '16:45', 'wib']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-GPE', 'O', 'O', 'O',  'O', 'O', 'O', 'O',  'O', 'O', 'O']","['VB', 'RP', 'NN', 'RB', 'VB', 'NN', 'NN', 'IN', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'NN', 'NNP', 'CD', 'SYM', 'CD', 'RB', 'NN', 'CD', 'NN']"
"['the', 'aoki', 'x', 'deorro', 'jump', '.', 'dubai', 'mall', '.', 'dubai', 'united', 'arab', 'emirates', '.', 'february', '6']","['O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-GPE', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O']","['DT', 'NNP', 'SYM', 'NNP', 'NN', 'Z', 'NNP', 'NNP', 'Z', 'NNP', 'NNP', 'NNP', 'NNP', 'Z', 'NNP', 'CD']"
"['hari', 'ini', '!', 'jangan', 'lupa', 'datang', 'ok', '.', 'jumpa', 'disana', '!', 'meet', '&', 'greet', 'drama', 'sangat', '@', 'setia', 'city', 'mall', '!', 'jom', 'meriahkan', 'setia', 'city', 'mall', 'pada', '22', 'mac', 'jam', '2', 'petang', 'untuk', 'bertemu', 'artis', 'drama', 'kesayangan', 'anda', 'secara', 'live', '!', 'bukan', 'itu', 'sahaja', 'seorang', 'pemenang', 'bertuah', 'bakal', 'membawa', 'pulang', 'samsung']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG']","['NN', 'PR', 'Z', 'NEG', 'VB', 'VB', 'UH', 'Z', 'VB', 'RB', 'Z', 'VB', 'SYM', 'VB', 'NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'NNP', 'Z', 'UH', 'VB', 'NNP', 'NNP', 'NNP', 'IN', 'CD', 'NNP', 'NN', 'CD', 'NN', 'IN', 'VB', 'NN', 'NN', 'JJ', 'PRP', 'IN', 'JJ', 'Z', 'NEG', 'PR', 'RB', 'DT', 'NN', 'VB', 'MD', 'VB', 'VB', 'NNP']"
"['tom', 'sushi', 'mall', 'blok', 'm', 'plaza', 'kalo', 'ke', 'blok', 'm', 'plaza', 'aku', 'pasti', 'beli', 'ini', 'walaupun', 'kata', 'orang', 'orang', 'porsinya', 'kecil', 'tapi', 'tetap', 'enak', '&', 'harganya', 'masih', 'oke', 'tips', 'dari', 'aku', 'biar', 'kenyang', 'kalian', 'bisa', 'cari', 'yang', 'sushi', 'nya', 'banyak', '&', 'cobain', 'order', 'nasi', 'salmon', 'tartar', 'nya', 'kaya', 'gini']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'SC', 'IN', 'NNP', 'NNP', 'NNP', 'PRP', 'RB', 'VB', 'PR', 'SC', 'VB', 'NN', 'NN', 'NN', 'JJ', 'CC', 'RB', 'JJ', 'SYM', 'NN', 'RB', 'JJ', 'NN', 'IN', 'PRP', 'MD', 'JJ', 'PRP', 'MD', 'VB', 'SC', 'NN', 'PRP', 'JJ', 'SYM', 'VB', 'VB', 'NN', 'NN', 'NN', 'PRP', 'IN', 'RB']"
"['penunggu', 'tabi', 'lu', 'semua', 'gua', 'rasa']","['O', 'O', 'O', 'O', 'O', 'O']","['NN', 'NN', 'PRP', 'DT', 'PRP', 'VB']"
"['kalau', 'lihat', 'di', 'mall', 'ratu', 'indah', 'sapa', 'saja', 'mumpung', 'me', 'time']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']","['SC', 'VB', 'IN', 'NNP', 'NNP', 'NNP', 'VB', 'RB', 'RB', 'PRP', 'NN']"
"['demo', 'ojol', 'dki', 'jakarta', 'tetap', 'jaga', 'ketertiban', 'bapak', '&', 'ibu', 'pejuang', 'nafkah', '.', '20', 'mei', '2025']","['O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'NN', 'NNP', 'NNP', 'RB', 'VB', 'NN', 'NN', 'SYM', 'NN', 'NN', 'NN', 'Z', 'CD', 'NNP', 'CD']"
"['seorang', 'pria', 'terekam', 'kamera', 'pengawas', '(', 'cctv', ')', 'saat', 'menggondol', 'jam', 'tangan', 'di', 'sebuah', 'mall', 'di', 'kota', 'malang', '.', 'aksi', 'pencurian', 'ini', 'terjadi', 'pada', 'kamis', '20', 'maret', '2025', 'sekitar', 'pukul', '18:15', 'wib', 'tepat', 'saat', 'jam', 'buka', 'puasa', '.', 'menurut', 'keterangan', 'pelapor', 'saat', 'kejadian', 'kondisi', 'toko', 'cukup', 'ramai']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'NN', 'VB', 'NN', 'NN', 'Z', 'NN', 'Z', 'NN', 'VB', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'Z', 'NN', 'NN', 'PR', 'VB', 'IN', 'NNP', 'CD', 'NNP', 'CD', 'RB', 'NN', 'CD', 'NN', 'RB', 'NN', 'NN', 'VB', 'NN', 'Z', 'IN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'RB', 'JJ']"
"['exhib', 'lagi', 'di', 'mall', 'puas', 'banget', 'haha', 'ada', 'yang', 'penasaran', '?', '?', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'RB', 'IN', 'NN', 'JJ', 'RB', 'UH', 'VB', 'SC', 'JJ', 'Z', 'Z', 'Z']"
"['di', 'tengah', 'keramaian', 'dan', 'orang', 'antri', 'buka', 'puasa', 'menemukan', 'ketenangan', 'di', 'gramedia', 'expo', 'dp', 'mall', '@gramedia']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'B-ORG']","['IN', 'NN', 'NN', 'CC', 'NN', 'VB', 'VB', 'NN',  'VB', 'NN', 'IN', 'NNP', 'NN', 'NNP', 'NNP', 'NNP']"
"['lurve', 'gila', 'seasonal', 'setup', 'yang', 'satu', 'ini', 'tau', '.', 'lain', 'dari', 'yang', 'lain', '.', 'selalunya', 'setup', 'rumah', 'kampung', 'bagai', '.', 'tapi', 'kan', 'keji', 'betul', 'atria', 'mall', '.', 'takde', 'setup', 'raya', 'langsung', 'apatah', 'lagi', 'lagu', 'raya', '.', 'cuba', 'kalau', 'christmas', '&', 'cny', 'bukan', 'main', 'laju', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'O', 'B-EVENT', 'O', 'B-EVENT', 'O', 'O', 'O', 'O']","['VB', 'RB', 'JJ', 'NN', 'SC', 'CD', 'PR', 'VB', 'Z', 'JJ', 'IN', 'SC', 'JJ', 'Z', 'RB', 'NN', 'NN', 'NN', 'IN', 'Z', 'CC', 'RP', 'JJ', 'RB', 'NNP', 'NNP', 'Z', 'MD', 'NN', 'NNP', 'RB', 'NN', 'RB', 'NN', 'NNP', 'Z', 'VB', 'SC', 'NNP', 'SYM', 'NNP', 'NEG', 'VB', 'JJ', 'Z']"
"['mall', 'lippo', 'cikarang', 'ada', 'yang', 'disini', '?']","['B-LOC', 'I-LOC', 'B-GPE', 'O', 'O', 'O', 'O']","['NNP', 'NNP', 'NNP', 'VB', 'SC', 'RB', 'Z']"
"['ampang', 'ada', 'shopping', 'mall', 'apa', 'eh', '?', 'nak', 'yang', 'besar', '.']","['B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', 'VB', 'NN', 'NN', 'WH', 'UH', 'Z', 'MD', 'SC', 'JJ', 'Z']"
"['tante', 'hijab', 'nekat', 'di', 'wc', 'mall', 'enggak', 'sopan', 'katanya', 'keluar', 'di', 'muka', 'budhe', 'sendiri', 'kakak', 'ipar', 'udah', 'lama', 'enggak', 'mampir', 'ke', 'kosan', 'teman', 'berondong']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'NN', 'JJ', 'IN', 'NN', 'NN', 'NEG', 'JJ', 'NN', 'VB', 'IN', 'NN', 'NN', 'NN', 'NN', 'NN', 'RB', 'JJ', 'NEG', 'VB', 'IN', 'NN', 'NN', 'NN']"
"['lah', 'tiba', '2', 'kaget', 'ini', 'beneran', 'kah', 'atau', 'bukan', '?', '?', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RP', 'RB', 'CD', 'JJ', 'PR', 'RB', 'RP', 'CC', 'NEG', 'Z', 'Z', 'Z']"
"['zhao', ""lusi's"", 'billboard', 'for', 'bananain', 'at', 'jingdong', 'mall', 'guangzhou']","['B-PERSON', ""I-PERSON"", 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'B-GPE']","['NNP', ""NNP"", 'NN', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'NNP']"
"['wts', 'iphone', '15', 'pink', '128', 'gb', 'orisinal', 'hello', 'blibli', 'masih', 'new', 'segel', 'yahhh', 'beli', 'di', '11', '5', 'bole', 'negosiasi', 'sampe', 'jadi', 'please', 'tapi', 'jangan', 'sadis', 'prefer', 'cod', 'bekasi', 'di', 'mall', 'sumrec', 'bekasi', 'reason', 'to', 'sell', ':', 'karena', 'sudah', 'ada', 'yang', 'lain', 'huf']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-LOC', 'I-LOC', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'NNP', 'CD', 'JJ', 'CD', 'NND', 'JJ', 'UH', 'NNP', 'RB', 'JJ', 'NN', 'UH', 'VB', 'IN', 'CD', 'CD', 'MD', 'VB', 'IN', 'VB', 'UH', 'CC', 'NEG', 'JJ', 'VB', 'NN', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'VB', 'Z', 'SC', 'RB', 'VB', 'SC', 'JJ', 'UH']"
"['yang', 'hari', 'ini', 'heboh', 'kayak', 'negara', 'mau', 'kolaps', '1-2', 'minggu', 'lagi', 'bakal', 'balik', 'beraktifitas', 'kayak', 'biasa', '.', 'weekend', 'pacaran', 'di', 'mall', 'lagi', 'jalan', 'jalan', 'ngopi', 'cantik', 'di', 'starbucks', 'lagi', 'nyanyi', 'nyanyi', 'di', 'konser', 'musik', 'kekinian', 'lagi', '.', 'lihat', 'saja', 'nanti', '.', 'dikit', 'lagi', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['SC', 'NN', 'PR', 'JJ', 'IN', 'NN', 'MD', 'VB', 'CD', 'NND', 'RB', 'MD', 'VB', 'VB', 'IN', 'JJ', 'Z', 'NN', 'VB', 'IN', 'NN', 'RB', 'VB', 'VB', 'VB', 'JJ', 'IN', 'NNP', 'RB', 'VB', 'VB', 'IN', 'NN', 'NN', 'JJ', 'RB', 'Z', 'VB', 'RB', 'RB', 'Z', 'JJ', 'RB', 'Z']"
"['terakhir', 'main', 'ke', 'baywalk', 'mungkin', '2018', 'atau', '2019', '.', 'waktu', 'itu', 'isinya', 'selevel', 'kokas', 'lah', 'tenant', '2', 'nya', '.', 'sekarang', 'hampir', 'semua', 'tutup', '.', 'walau', 'katanya', 'ini', 'gegara', 'covid', 'si', 'dan', 'belum', 'pulih', '2', 'banget', '.', 'still', 'agak', 'wew', 'juga', 'ngeliat', 'mall', 'yang', 'dulunya', 'lengkap', 'jadi', 'kayak', 'mall', 'mati', 'gini']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'VB', 'IN', 'NNP', 'RB', 'CD', 'CC', 'CD', 'Z', 'NN', 'PR', 'NN', 'JJ', 'NNP', 'RP', 'NN', 'CD', 'PRP', 'Z', 'RB', 'RB', 'DT', 'VB', 'Z', 'SC', 'VB', 'PR', 'SC', 'NN', 'RP', 'CC', 'NEG', 'VB', 'CD', 'RB', 'Z', 'RB', 'RB', 'UH', 'RB', 'VB', 'NN', 'SC', 'RB', 'JJ', 'VB', 'IN', 'NN', 'VB', 'RB']"
"['-', 'rek', 'rekom', 'tempat', 'bukber', 'dong', 'selain', 'di', 'mall']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Z', 'NN', 'NN', 'NN', 'VB', 'RP', 'RB', 'IN', 'NN']"
"['@tattyhassan', 'udah', 'try', 'tengok', 'aeon', 'ioi', 'city', 'mall', '?', 'steak', 'cut', 'untuk', 'wagyu', 'macam', 'okay']","['B-PERSON', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', 'RB', 'VB', 'VB', 'NNP', 'NNP', 'NNP', 'NNP', 'Z', 'NN', 'NN', 'IN', 'NN', 'IN', 'JJ']"
"['mall', 'yang', 'tidak', 'ramah', 'untuk', 'pengguna', 'motor']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'SC', 'NEG', 'JJ', 'IN', 'NN', 'NN']"
"['-', 'ness', 'info', 'saran', 'tempat', 'makan', 'di', 'smg', 'kota', 'atau', 'mall', 'makanan', 'indonesia', 'yang', 'ada', 'gorengan', 'serta', 'cemilan', 'manis', 'asin', 'dong']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Z', 'NN', 'NN', 'NN', 'NN', 'NN', 'IN', 'NNP', 'NN', 'CC', 'NN', 'NN', 'NNP', 'SC', 'VB', 'NN', 'CC', 'NN', 'JJ', 'JJ', 'RP']"
"['iseng', 'banget', 'teman', 'gue', 'sampe', 'diikutin', 'security', 'sampe', 'keluar', 'mall']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'RB', 'NN', 'PRP', 'IN', 'VB', 'NN', 'IN', 'VB', 'NN']"
"['ayo', 'nonton', 'duluan', 'bareng', 'buruh', 'musiman', 'pabrik', 'gula', '!', 'kita', 'akan', 'bagi', 'bagi', 'thr', '&', 'main', 'games', 'bareng', 'cast', '!', '️22', 'maret', '2025', 'imax', 'agora', 'mall', 'xxi', 'beli', 'tiketnya', 'sekarang', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O']","['UH', 'VB', 'JJ', 'RB', 'NN', 'JJ', 'NNP', 'NNP', 'Z', 'PRP', 'MD', 'VB', 'VB', 'NN', 'SYM', 'VB', 'NN', 'RB', 'NN', 'Z', 'CD', 'NNP', 'CD', 'NNP', 'NNP', 'NNP', 'NNP', 'VB', 'NN', 'RB', 'Z']"
"['dekat', 'java', 'mall', 'ada', 'kah', '?']","['O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']","['JJ', 'NNP', 'NNP', 'VB', 'RP', 'Z']"
