tokens,ner_labels,pos_labels
"['enggak', 'jadi', 'ke', 'blok', 'm', 'jam', 'segini', 'saja', 'masih', 'di', 'manggarai']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-GPE']","['NEG', 'VB', 'IN', 'NNP', 'NNP', 'NN', 'RB', 'RB', 'RB', 'IN', 'NNP']"
"['ke', 'blok', 'm', 'jam', 'segini', 'rame', 'enggak', 'ya', 'guys', '?']","['O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'NNP', 'NNP', 'NN', 'RB', 'JJ', 'NEG', 'UH', 'NN', 'Z']"
"['biar', 'enggak', 'puyeng', 'politik', 'mulu', 'ini', 'rekomendasi', 'makan', 'malam', 'kalcer', 'di', 'blok', 'm', 'kedai', 'penuh', 'nikmat']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['SC', 'NEG', 'JJ', 'NN', 'RB', 'PR', 'NN', 'VB', 'NN', 'JJ', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']"
"['ini', 'mah', 'nontonin', 'orang', 'ngedate', 'di', 'blok', 'm', '️']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['PR', 'RP', 'VB', 'NN', 'VB', 'IN', 'NNP', 'NNP', 'SYM']"
"['tadi', 'enggak', 'sengaja', 'lewat', 'daerah', 'blok', 'm', 'kaget', 'kirain', 'dm', 'aku', 'muncul', 'di', 'billboard', 'eh', 'taunya', 'kontennya', 'mr', '.', 'diy']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG']","['RB', 'NEG', 'VB', 'VB', 'NN', 'NNP', 'NNP', 'JJ', 'VB', 'NN', 'PRP', 'VB', 'IN', 'NN', 'UH', 'RB', 'NN', 'NNP', 'Z', 'NNP']"
"['warganya', 'bekasi', 'tapi', 'mainnya', 'ke', 'blok', 'm', '\u200d']","['O', 'B-GPE', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['NN', 'NNP', 'CC', 'VB', 'IN', 'NNP', 'NNP', 'SYM']"
"['kamakura', 'citywalk', 'sudirman', '.', 'biasanya', 'makan', 'yang', 'di', 'blok', 'm', 'kali', 'ini', 'nyobain', 'yang', 'di', 'citywalk', '.', 'pesen', 'kids', 'curry', 'rice', '+', 'karaage', '1', 'kg', 'buat', 'sharing', '.', 'dessertnya', 'cheesecake', 'dan', 'pumpkin', 'pudding']","['B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', 'NNP', 'NNP', 'Z', 'RB', 'VB', 'SC', 'IN', 'NNP', 'NNP', 'NN', 'PR', 'VB', 'SC', 'IN', 'NNP', 'Z', 'VB', 'NN', 'NN', 'NN', 'SYM', 'NN', 'CD', 'NND', 'IN', 'VB', 'Z', 'NN', 'NN', 'CC', 'NN', 'NN']"
"['@samsungid', 'lokasi', '@initiaraandini', 'di', 'taman', 'literasi', 'martha', 'christina', 'tiahahu', 'jakarta', 'blok', 'm', 'mudah', 'banget', 'nemuin', 'lokasinya', 'pakai', 'fitur', 'circle', 'to', 'search', 'wish', 'me', 'luck', 'semoga', 'dapet', 'thr', 'dari', '@samsungid']","['B-ORG', 'O', 'B-PERSON', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-GPE', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG']","['NNP', 'NN', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'JJ', 'RB', 'VB', 'NN', 'VB', 'NN', 'VB', 'IN', 'VB', 'VB', 'PRP', 'NN', 'RB', 'VB', 'NN', 'IN', 'NNP']"
"['viral', 'adik', 'kakak', 'nekat', 'jual', 'ginjal', 'di', 'bundaran', 'hi', 'demi', 'bebaskan', 'sang', 'ibu', 'ditahan', 'polisi', 'tiap', 'hari', 'selalu', 'ada', 'info', 'terbaru', 'dari', 'polisi', ' \u200d️']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'NN', 'NN', 'JJ', 'VB', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'VB', 'DT', 'NN', 'VB', 'NN', 'DT', 'NN', 'RB', 'VB', 'NN', 'JJ', 'IN', 'NN', 'SYM']"
"['mrt', 'bundaran', 'hi', 'indonesia', '2030']","['B-LOC', 'I-LOC', 'I-LOC', 'B-GPE', 'O']","['NNP', 'NNP', 'NNP', 'NNP', 'CD']"
"['dalam', 'rangka', 'memperingati', 'hari', 'bebas', 'bau', 'badan', 'pada', '8', 'maret', 'ini', 'deorex', 'membagikan', 'puluhan', 'ribu', 'produk', 'penghilang', 'bau', 'badan', 'gratis', 'di', '3', 'titik', 'halte', 'tije', 'ini', ':', 'halte', 'csw', 'bundaran', 'hi', 'astra', 'slipi', 'petamburan', 'ada', 'yang', 'udah', 'dapat', '?']","['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'I-LOC', 'B-LOC', 'I-LOC', 'I-LOC', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']","['IN', 'NN', 'VB', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'CD', 'NNP', 'PR', 'NNP', 'VB', 'DT', 'CD', 'NN', 'NN', 'NN', 'NN', 'JJ', 'IN', 'CD', 'NN', 'NN', 'NNP', 'PR', 'Z', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VB', 'SC', 'RB', 'VB', 'Z']"
"['guys', 'aku', 'habis', 'dari', 'this', 'is', 'not', 'exhibition', 'di', 'mrt', 'bundaran', 'hi', '(', 'di', 'gate', 'biasa', ')', '!', '🇵🇸', 'dapat', 'byk', 'banget', 'info', 'ttg', 'palestina', 'lewat', 'visual', 'interaktif', 'mereka', '.', 'selain', 'bisa', 'diskusi', 'dengan', 'teman', '2', 'lain', 'ada', 'spot', 'baca', 'koleksi', 'buku', 'ttg', 'palestina', 'area', 'gambar', 'survei', 'aksi', '&', 'infografis', 'lainnya', '!', '️']","['O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O','O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O',  'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'PRP', 'RB', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'Z', 'IN', 'NN', 'JJ', 'Z', 'Z', 'SYM', 'VB', 'JJ', 'RB', 'NN', 'IN', 'NNP', 'IN', 'JJ', 'JJ', 'PRP', 'Z', 'IN', 'MD', 'VB', 'IN', 'NN', 'CD', 'JJ', 'VB', 'NN', 'VB', 'NN', 'NN', 'IN', 'NNP', 'NN', 'NN', 'NN', 'NN', 'SYM', 'NN', 'JJ', 'Z', 'SYM']"
"['00.33', 'anggota', 'gabungan', 'kepolisian', 'daerah', 'metro', 'jaya', 'melaksanakan', 'kegiatan', 'patroli', 'cipta', 'kondusif', '(', 'cipkon', ')', 'di', 'sekitaran', 'bundaran', 'hi', 'dan', 'sepanjang', 'jalan', '.', 'sudirman-thamrin', 'antisipasi', 'gangguan', 'kamtibmas', 'dan', 'balap', 'liar', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['CD', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'VB', 'NN', 'NN', 'NN', 'JJ', 'Z', 'NN', 'Z', 'IN', 'NN', 'NNP', 'NNP', 'CC', 'JJ', 'NNP', 'Z', 'NNP', 'NN', 'NN', 'NN', 'CC', 'NN', 'JJ', 'Z']"
"['dongo', 'bat', 'nyoba', 'make', 'qris', 'tap', 'di', 'lebak', 'bulus', 'ke', 'fx', 'senayan', 'ternyata', 'di', 'senayan', 'gabisa', 'tap', 'out', 'karena', 'baru', 'ada', 'di', 'bundaran', 'hi', '&', 'lebak', 'bulus', 'wkwkkwkwkwkwkwk', '.', 'tapi', 'enak', 'sih', 'pake', 'ginian', 'kata', 'petugas', 'di', 'senayan', 'bilang', 'besok', 'mulai', 'bisa', 'disana', 'pakai', 'qris', 'tap']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'RB', 'VB', 'VB', 'NNP', 'VB', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'VB', 'IN', 'NNP', 'MD', 'VB', 'IN', 'SC', 'RB', 'VB', 'IN', 'NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'UH', 'Z', 'CC', 'JJ', 'RP', 'VB', 'RB', 'VB', 'NN', 'IN', 'NNP', 'VB', 'NN', 'VB', 'MD', 'RB', 'VB', 'NNP', 'VB']"
"['yoiiiii', 'udah', 'bisa', 'pake', 'qris', 'tap', 'di', 'mrt', 'tapi', 'baru', 'bisa', 'buat', 'dari', 'ujung', 'ke', 'ujung', 'alias', 'dari', 'bundaran', 'hi', 'ke', 'lebak', 'bulus', 'atau', 'sebaliknya', 'dan', 'untuk', 'android', 'only', '.', 'ini', 'coba', 'pake', 'livin', ""'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'RB', 'MD', 'VB', 'NNP', 'VB', 'IN', 'NN', 'CC', 'RB', 'MD', 'IN', 'IN', 'NN', 'IN', 'NN', 'CC', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'CC', 'RB', 'CC', 'IN', 'NNP', 'RB', 'Z', 'PR', 'VB', 'VB', 'NNP', ""Z""]"
"['help', 'retweet', 'please', '.', 'halo', 'teman', '2', 'aku', 'kehilangab', 'kindle', 'aku', '(', 'casenya', 'warna', 'biru', 'kindlenya', 'warna', 'putih', ')', '.', 'terakhir', 'aku', 'keluarin', 'di', 'bakmie', 'tjokin', 'lalu', 'pulang', 'dari', 'st', '.', 'mrt', 'blok', 'm', '-', 'bundaran', 'hi', 'bank', 'dki', '.', 'bagi', 'teman', '2', 'yang', 'melihat', 'atau', 'menemukan', 'tolong', 'banget', 'yaa', 'infokan', '.', 'bisa', 'dm', 'aku', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VB', 'VB', 'UH', 'Z', 'UH', 'NN', 'CD', 'PRP', 'VB', 'NNP', 'PRP', 'Z', 'NN', 'NN', 'JJ', 'NNP', 'NN', 'JJ', 'Z', 'Z', 'JJ', 'PRP', 'VB', 'IN', 'NNP', 'NNP', 'SC', 'VB', 'IN', 'NNP', 'Z', 'NNP', 'NNP', 'NNP', 'Z', 'NNP', 'NNP', 'NNP', 'NNP', 'Z', 'IN', 'NN', 'CD', 'SC', 'VB', 'CC', 'VB', 'VB', 'RB', 'UH', 'VB', 'Z', 'MD', 'VB', 'PRP', 'Z']"
"['guys', 'gue', 'nemuin', 'id', 'card', 'mahasiswa', 'binus', '.', 'kalau', 'kalian', 'ada', 'yang', 'kenal', 'atau', 'punya', 'grup', 'boleh', 'di', 'share', 'ke', 'grup', 'nya', 'ketemu', 'di', 'mrt', 'bundaran', 'hi', 'tanggal', '19', 'maret', '2025', 'sekitar', 'jam', '20.10', 'kasihan', 'siapa', 'tau', 'penting', 'dan', 'ada', 'isinya', 'banyak', '#', 'binus']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG']","['NN', 'PRP', 'VB', 'NN', 'NN', 'NN', 'NNP', 'Z', 'SC', 'PRP', 'VB', 'SC', 'VB', 'CC', 'VB', 'NN', 'MD', 'IN', 'VB', 'IN', 'NN', 'PRP', 'VB', 'IN', 'NNP', 'NNP', 'NNP', 'NN', 'CD', 'NNP', 'CD', 'RB', 'NN', 'CD', 'UH', 'WH', 'VB', 'JJ', 'CC', 'VB', 'NN', 'JJ', 'SYM', 'NNP']"
"['tertib', 'di', 'jalan', 'berkah', 'di', 'perjalanan', '!', 'menjelang', 'berbuka', 'puasa', 'arus', 'lalu', 'lintas', 'di', 'sekitar', 'bundaran', 'hi', 'terpantau', 'padat', '.', 'kami', 'mengimbau', 'pengendara', 'untuk', 'tetap', 'disiplin', 'tidak', 'berhenti', 'sembarangan', 'dan', 'selalu', 'mengutamakan', 'keselamatan', '.', 'sebagai', 'bentuk', 'kepedulian', 'petugas']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'IN', 'NN', 'NN', 'IN', 'NN', 'Z', 'VB', 'VB', 'NN', 'NN', 'NN', 'NN', 'IN', 'NN', 'NNP', 'NNP', 'VB', 'JJ', 'Z', 'PRP', 'VB', 'NN', 'IN', 'RB', 'NN', 'NEG', 'VB', 'JJ', 'CC', 'RB', 'VB', 'NN', 'Z', 'IN', 'NN', 'NN', 'NN']"
"['01.11', 'anggota', 'gabungan', 'kepolisian', 'daerah', 'metro', 'jaya', 'dan', 'anggota', 'satpol-pp', 'melaksanakan', 'kegiatan', 'apel', 'dan', 'patroli', 'cipkon', '(', 'cipta', 'kondusif', ')', 'di', 'sepanjang', 'jalan', '.', 'sudirman', '-', 'thamrin', 'dan', 'sekitaran', 'bundaran', 'hi', 'antisipasi', 'gangguan', 'kamtibmas', 'dan', 'balap', 'liar', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['CD', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'CC', 'NN', 'NNP', 'VB', 'NN', 'NN', 'CC', 'NN', 'NN', 'Z', 'NN', 'JJ', 'Z', 'IN', 'JJ', 'NNP', 'Z', 'NNP', 'Z', 'NNP', 'CC', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NN', 'CC', 'NN', 'JJ', 'Z']"
"['@jackjackparrr', 'aksi', 'tandingan', 'sore', 'ini', 'di', 'bundaran', 'hi', 'mau', 'gue', 'tanyain', 'dapet', 'duit', 'berapa', 'keburu', 'jalan', 'akangnya']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', 'NN', 'NN', 'NN', 'PR', 'IN', 'NNP', 'NNP', 'MD', 'PRP', 'VB', 'VB', 'NN', 'WH', 'VB', 'VB', 'NN']"
"['untuk', 'ujicoba', 'qris', 'tap', 'ini', 'harus', 'memenuhi', '3', 'kondisi', ':', '1', '.', 'android-based', '(', 'sorry', 'apple', ')', '2', '.', 'hanya', 'bisa', 'untuk', 'perjalanan', 'bundaran', 'hi', 'bank', 'dki', '⇌', 'lebak', 'bulus', '(', 'fulltrip', ')', 'dan', '3', '.', 'aplikasi', 'yang', 'didukung', 'baru', 'livin', ""'"", 'mandiri', 'jakone', 'bank', 'dki', 'dan', 'gopay', '.', 'dan', 'alhamdulillah', 'terpenuhi', 'semua', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'NN', 'NNP', 'VB', 'PR', 'MD', 'VB', 'CD', 'NN', 'Z', 'OD', 'Z', 'JJ', 'Z', 'UH', 'NNP', 'Z', 'OD', 'Z', 'RB', 'MD', 'IN', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'Z', 'NN', 'Z', 'CC', 'CD', 'Z', 'NN', 'SC', 'VB', 'RB', 'NNP', ""Z"", 'NNP', 'NNP', 'NNP', 'NNP', 'CC', 'NNP', 'Z', 'CC', 'UH', 'VB', 'DT', 'Z']"
"['behind', 'the', 'scene', 'foto', 'senang', 'banget', 'karena', 'frame-nya', '@rollinadice', 'lucuuu', 'dan', 'kamera', '@photomaticsid', 'yang', 'di', 'bundaran', 'hi', 'baguuus', 'makasyi', 'kk', '@chatea_', '&', '@bumblebxx', 'udah', 'ngajak', '>', '.', '<']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']","['IN', 'DT', 'NN', 'NN', 'JJ', 'RB', 'SC', 'NN', 'NNP', 'JJ', 'CC', 'NN', 'NNP', 'SC', 'IN', 'NNP', 'NNP', 'JJ', 'UH', 'NN', 'NNP', 'SYM', 'NNP', 'RB', 'VB', 'SYM', 'Z', 'SYM']"
"['18.20', 'kondisi', 'lalin', 'masih', 'padat', 'merayap', 'bahkan', 'macet', '.', 'arah', 'bundaran', 'hi', 'dukuh', 'atas', 'karet', 'benhil', 'semanggi', '.', '@youd_iz']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-LOC', 'I-LOC', 'B-GPE', 'B-GPE', 'B-GPE', 'O', 'B-PERSON']","['CD', 'NN', 'NN', 'RB', 'JJ', 'VB', 'RB', 'JJ', 'Z', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'Z', 'NNP']"
"['dance', 'skyline', 'pake', 'seragam', 'sma', 'depan', 'bundaran', 'hi', 'wow', 'siapa', 'sangka']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']","['VB', 'NNP', 'VB', 'NN', 'NN', 'NN', 'NNP', 'NNP', 'UH', 'WH', 'VB']"
"['eh', 'kamu', 'mas', 'barista', 'tomoro', 'bundaran', 'hi', 'yang', 'hari', 'sabtu', 'pake', 'turtleneck', 'hitam', '.', 'please', 'cakep', 'banget', '?']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['UH', 'PRP', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'SC', 'NN', 'NNP', 'IN', 'NN', 'JJ', 'Z', 'UH', 'JJ', 'RB', 'Z']"
"['kisah', 'sedih', 'dibalik', 'kakak', 'adik', 'tawarkan', 'ginjal', 'mereka', 'di', 'bundaran', 'hi', 'jakarta']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-GPE']","['NN', 'JJ', 'IN', 'NN', 'NN', 'VB', 'NN', 'PRP', 'IN', 'NNP', 'NNP', 'NNP']"
"['joging', 'pagii', 'ke', 'bundaran', 'hi', 'bareng', 'si', 'bagas', 'utut', 'dan', 'si', 'ani', 'buat', 'merawat', 'kesehatan', 'tubuh', 'ini', 'diluar', 'terliat', 'haha', 'hihi', 'dalem', 'hati', 'rabbighfirli', 'warhamni', 'wajburni', ""warfa'ni"", 'warzuqni', 'wahdini', ""wa'afini"", ""wa'fu"", ""'"", 'anni']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-PERSON', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ""O"", 'O', 'O', ""O"", ""O"", ""O"", 'O']","['VB', 'NN', 'IN', 'NNP', 'NNP', 'RB', 'DT', 'NNP', 'NNP', 'CC', 'DT', 'NNP', 'IN', 'VB', 'NN', 'NN', 'PR', 'IN', 'VB', 'UH', 'UH', 'IN', 'NN', 'FW', 'FW', 'FW', ""FW"", 'FW', 'FW', ""FW"", ""FW"", ""Z"", 'FW']"
"['enggak', 'cuma', 'bus', 'gandeng', '15', 'bus', 'tingkat', 'akan', 'pensiun', 'di', '2025-2026', '!', 'gimana', 'nasib', 'rute', 'wisata', 'seperti', 'monas-bundaran', 'hi', 'ya', '?', 'apakah', 'bus', 'listrik', 'low', 'deck', 'bakal', 'jadi', 'pengganti', 'atau', 'kita', 'bakal', 'kehilangan', 'ikon', 'ini', '?', 'tulis', 'pendapat', 'kalian', 'ya', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NEG', 'RB', 'NN', 'NN', 'CD', 'NN', 'NN', 'MD', 'VB', 'IN', 'CD', 'Z', 'WH', 'NN', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'UH', 'Z', 'WH', 'NN', 'NN', 'JJ', 'NN', 'MD', 'VB', 'NN', 'CC', 'PRP', 'MD', 'VB', 'NN', 'PR', 'Z', 'VB', 'NN', 'PRP', 'UH', 'Z']"
"['cara', 'ke', 'blok', 'm', 'pake', 'transum', 'dari', 'bundaran', 'hi', '1', '.', 'naik', 'mrt', 'dari', 'bund', 'hi', 'turun', 'dukuh', 'atas', '2', '.', 'dari', 'dukuh', 'atas', 'jalan', 'ke', 'st', 'bni', 'city', 'terus', 'naik', 'krl', 'basoetta', 'turun', 'rawa', 'buaya', '3', '.', 'dari', 'rawa', 'buaya', 'naik', 'krl', 'arah', 'duri', 'turun', 'grogol', '4', '.', 'dari', 'grogol', 'naik', 'transjakarta', 'arah', 'pinang', 'ranti', 'turun', 'pancoran']","['O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O', 'O', 'O', 'B-GPE', 'O', 'B-ORG', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE']","['NN', 'IN', 'NNP', 'NNP', 'VB', 'NN', 'IN', 'NNP', 'NNP', 'OD', 'Z', 'VB', 'NN', 'IN', 'NNP', 'NNP', 'VB', 'NNP', 'NNP', 'OD', 'Z', 'IN', 'NNP', 'NNP', 'VB', 'IN', 'NNP', 'NNP', 'NNP', 'RB', 'VB', 'NN', 'NNP', 'VB', 'NNP', 'NNP', 'OD', 'Z', 'IN', 'NNP', 'NNP', 'VB', 'NN', 'NN', 'NNP', 'VB', 'NNP', 'OD', 'Z', 'IN', 'NNP', 'IN', 'NNP', 'NN', 'NNP', 'NNP', 'VB', 'NNP']"
"['viral', 'adik', 'kakak', 'nekat', 'jual', 'ginjal', 'di', 'bundaran', 'hi', 'demi', 'bebaskan', 'sang', 'ibu', 'ditahan', 'polisi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'NN', 'NN', 'JJ', 'VB', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'VB', 'DT', 'NN', 'VB', 'NN']"
"['di', 'halte', 'bundaran', 'hi', 'astra', 'ada', 'yang', 'bagi-bagi', 'deorex', 'gratis', 'nih', 'guys', 'sumpah', 'ih', 'setelah', 'ini', 'enggak', 'akan', 'ada', 'lagi', 'aroma', 'yang', 'mengganggu', 'indra', 'penciuman', 'penumpang', 'sih', '.', 'thanks', 'banget', 'udah', 'peduli', 'begini']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'NNP', 'NNP', 'NNP', 'NNP', 'VB', 'SC', 'VB', 'NNP', 'JJ', 'RP', 'NN', 'NN', 'UH', 'RB', 'PR', 'NEG', 'MD', 'VB', 'RB', 'NN', 'SC', 'VB', 'NN', 'NN', 'NN', 'RP', 'Z', 'UH', 'RB', 'RB', 'VB', 'RB']"
